article_id,question,answer
50_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,What are some of the types of borders mentioned in the context?,"Camel hair borders, mohair borders, fancy silk borders, silk and tinsel borders, etc."
60_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,How many students were enrolled last year in the business education program?,207 students were enrolled last year.
64_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,What type of clothing are the boys being fitted out with?,Suits and overcoats.
67_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,"What time is the train departure for Wilmington on June 1, 1949, according to the timetable?",The train departs at 8:00 a.m.
72_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,"What is the exact location of the property in Chester County, PA?",The property is situated one mile east of Landonberg in New Garden Township.
74_1889-10-01_p2_sn84038114_00271741509_1889100101_0334,What is the schedule for the ferry company operating between Wilmington and Pennsylvania on Sundays in June 1850?,The ferry leaves Wilmington at 7:00 AM and arrives at Pennsylvania at 2:35 PM. It departs from Pennsylvania at 5:00 PM and arrives back in Wilmington at 7:15 PM.
34_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What is the notice about?,The notice is about 97 bonds issued by the Central Trust Company.
68_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,"What is the address of Wells, Fargo & Co. office mentioned in the context?",The office is located on South Broadway in New York.
38_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What was the total aggregate of bond deposits in Europe and America under the reorganization plan in 1850?,"The total aggregate of bond deposits in Europe was 50,700 and in America was 505,706, totaling $125,706."
42_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What is the purpose of the general meeting of the stockholders of the Richmond and Alleghany Railway Company?,The purpose of the meeting is for the transaction of such business as may come before the stockholders.
43_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,When was the dividend of 4% declared by the Illinois Steel Company?,"The dividend of 4% was declared at a meeting of the board of directors on December 18th, 1889."
15_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,"When is the Vulcan Forge and Iron Works at Pittsburgh, PA going up for public sale?","The Vulcan Forge and Iron Works at Pittsburgh, PA will be up for public sale on Monday, January 6, 1890 at 10 am at the courthouse in Pittsburgh."
48_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What is the deadline for submitting proposals for the purchase of the bonds?,The deadline is the day of February 1890.
17_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What is the total amount of bonds authorized in the subscription offering?,"$165,000 worth of bonds authorized at the rate of $50,000 per mile."
26_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,What is the purpose of the formal reorganization agreement mentioned in the context?,"The formal reorganization agreement outlines the details of the reorganization plan, including the apportionment of securities and payment arrangements."
28_1889-12-24_p11_sn83030214_00175038358_1889122401_0689,Q1: What is the deadline for submitting sealed proposals to Tissfas Company?,A1: Sealed proposals must be received by 3 p.m.
1_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,Who did Harmachis strike down that caught the attention of Cleopatra?,Harmachis struck down a woman when she was being mistreated by a giant.
3_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What is happening in the given context?,It describes a violent and chaotic scene where a man is being attacked.
5_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,Who is speaking in a sweet and clear voice in the context provided?,The girl who had stood before Cleopatra in the chariot.
9_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,Who attacked the narrator in the text?,The narrator was attacked by a man known as Az.
11_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,Who guided the speaker on their way to the palace?,"The speaker's uncle, Sepa, guided them on their way to the palace."
14_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What is the context of the text provided?,"The text seems to be a mix of random characters and words, potentially gibberish."
18_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What is compared to the faithlessncss in the context provided?,Love is compared to faithlessncss in the context.
21_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What are the effects of Beecham's pills on the body?,"Beecham's pills act like magic, working on vital organs, rejuvenating the muscular system, restoring complexion, and increasing appetite."
25_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,Who opened the door when there was a knock at supper time?,My uncle rose and opened the door.
26_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What attire did the narrator choose to wear on the next day?,"The narrator wore a long flowing robe, a cap with images of stars, a scribe's palette in the belt, and a scroll of papyrus with mystic spells written on it."
27_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,When do trains leave Detroit and Grand Rapids daily?,"Trains leave Detroit at 7:00 am and Grand Rapids at 6:00 pm daily, except on Sundays."
30_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,How does Charmion plan to help Harmachis gain access to Cleopatra's palace?,Charmion will make an appointment for Harmachis to meet Cleopatra at the gates of the palace when she is alone and vulnerable.
35_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What day is being mentioned in the excerpt?,Sunday
36_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What days of the week does the UFOAR run except for Monday?,The UFOAR runs daily except for Mondays.
44_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What is the name of the ticket agent at the depot?,J. V. Anson
48_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What time does the tram leave Grand Rapids for Alngab?,The tram leaves Grand Rapids for Alngab at 1:00 p.m.
56_1889-09-12_p3_sn98066392_00296024430_1889091201_0444,What is the main topic of the context provided?,The context seems to be discussing a numerical sequence or pattern.
32_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Where can I find special prices for lumber in large and small quantities?,Willamette Steam Mills Lumber and Manufacturing Company.
1_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,"What is the name of the newly incorporated company formed by Powell, Has. Kell Co., and Day Hart?",The Southern California Music Company.
2_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,What is the main objection mentioned in the text regarding the current system?,The perpetual right given to parties to use sewage on their lands.
4_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,"Question: Why are storm water sewers being forced into the sewer system, even though they are not particularly needed for the health of the people?","Answer: The city engineer estimated the cost of the sewer system to include storm water sewers, even though they may not be necessary for public health."
5_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Where is the Christian camp meeting taking place?,The Christian camp meeting is still holding forth in the grove near town.
8_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,What type of vehicles can you find at the house of Hawley King Co.?,"Stylish carts, buggies, and carriages."
10_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Who is the new partner of Dr. J.S. Crawford in the practice of dentistry in Los Angeles?,"Dr. A.T. Merrill, recently from New York City."
11_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Who were the individuals who embarked on the deer hunt journey?,"John S. Thornsburg, Otis Bell, and George Bell."
12_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Who are the directors of the San Gabriel Cemetery elected at a meeting on the 9th ult.?,"The directors of the San Gabriel Cemetery elected at the meeting are S.B. Kingsley, Rev. A.G.L. Trew, George Peck, William Mulock, and J.A. Graves."
16_1889-08-07_p3_sn85042460_00280769277_1889080701_0315,Who is the new proprietor of the Turf Club Saloon in the Adam Block?,Mr. F. Adam
1_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,What is the author's opinion on the amount of poetry in the western country?,"The author believes there is too much poetry in the western country, ten times too much."
2_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,What was the unusual phenomenon reported by trustworthy farmers in Dakota?,Barbs of fence wire emitting showers of sparks and causing prairie fires.
3_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,What did the local company bore a hole for in the last century?,The local company bore the hole for an unknown purpose.
4_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,"Who was James Galloway and what impact did his death have on the community of Mexico, Missouri?","James Galloway was a well-respected and loved individual in Mexico, Missouri. His death caused a widespread and sincere feeling of grief that touched the entire community."
5_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,What is the specific provision in the charter of the city of Mexico that is causing trouble regarding city taxes on suburban property?,"The provision in question is found in article 1, section 3, stating that farming land within a quarter of a mile from the courthouse is exempt from taxation until developed."
6_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,"Who are described as the ""scorpions of creation"" in the context?","The anonymous letter writers are described as the ""scorpions of creation."""
7_1889-07-18_p1_sn89067274_00294556990_1889071801_0116,What is the significance of the good crop of fruit on the Grange tree this year?,The good crop of fruit on the Grange tree indicates success in its battles with adversaries like trusts and combines.
